IsCanceled,ArrivalDateWeekNumber,Country,MarketSegment,DepositType,CustomerType,RequiredCarParkingSpaces
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,ESP,Online TA,No Deposit     ,Transient,0
1,25,HKG,Online TA,No Deposit     ,Transient,0
1,25,AUT,Online TA,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,GBR,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,GBR,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,ESP,Online TA,No Deposit     ,Transient,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,HKG,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,NLD,Online TA,No Deposit     ,Transient,0
1,25,DEU,Online TA,No Deposit     ,Transient,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,GBR,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,NLD,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,25,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,ITA,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Direct,No Deposit     ,Transient-Party,0
1,25,GBR,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,IND,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,25,PRT,Direct,No Deposit     ,Transient-Party,0
1,25,ITA,Online TA,No Deposit     ,Transient,0
1,25,IRL,Online TA,No Deposit     ,Transient,0
1,25,RUS,Online TA,No Deposit     ,Transient,0
1,25,PRT,Online TA,No Deposit     ,Transient,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
0,25,PRT,Online TA,No Deposit     ,Transient,0
1,25,FRA,Online TA,No Deposit     ,Transient,0
1,25,GBR,Online TA,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,25,PRT,Groups,Non Refund     ,Transient,0
1,25,PRT,Online TA,No Deposit     ,Transient,0
1,25,ESP,Online TA,No Deposit     ,Transient,0
1,25,NOR,Online TA,No Deposit     ,Transient,0
1,25,ESP,Online TA,No Deposit     ,Transient,0
1,25,ESP,Online TA,No Deposit     ,Transient,0
1,25,NOR,Online TA,No Deposit     ,Transient,0
1,25,CHN,Online TA,No Deposit     ,Transient,0
1,25,PRT,Online TA,No Deposit     ,Transient,0
1,25,IRN,Direct,No Deposit     ,Transient,0
1,25,BRA,Online TA,No Deposit     ,Transient,0
1,26,FIN,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,NOR,Online TA,No Deposit     ,Transient,0
1,26,AUS,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,26,AUT,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
0,26,AUT,Online TA,No Deposit     ,Transient,0
0,26,ITA,Online TA,No Deposit     ,Transient-Party,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
0,26,ITA,Online TA,No Deposit     ,Transient-Party,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,ARE,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,FRA,Online TA,No Deposit     ,Transient,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,FRA,Online TA,No Deposit     ,Transient,0
1,26,IRL,Online TA,No Deposit     ,Transient,0
1,26,KOR,Online TA,No Deposit     ,Transient,0
1,26,DEU,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,DEU,Online TA,No Deposit     ,Transient,0
1,26,ITA,Online TA,No Deposit     ,Transient,0
1,26,KOR,Online TA,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,KOR,Online TA,No Deposit     ,Transient,0
1,26,KOR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,CN,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,DEU,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,TUN,Online TA,No Deposit     ,Transient,0
1,26,DEU,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,BEL,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,FRA,Online TA,No Deposit     ,Transient,0
1,26,PRT,Aviation,No Deposit     ,Transient,0
1,26,CHN,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,BEL,Online TA,No Deposit     ,Transient,0
1,26,CHN,Online TA,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,CHN,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,26,GBR,Offline TA/TO,No Deposit     ,Transient,0
0,26,DEU,Direct,No Deposit     ,Transient,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,CHN,Online TA,No Deposit     ,Transient,0
1,26,SGP,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,AUS,Online TA,No Deposit     ,Transient,0
1,26,USA,Online TA,No Deposit     ,Transient,0
1,26,SGP,Online TA,No Deposit     ,Transient,0
1,26,MOZ,Online TA,No Deposit     ,Transient,0
1,26,USA,Online TA,No Deposit     ,Transient,0
1,26,MOZ,Online TA,No Deposit     ,Transient,0
1,26,ITA,Online TA,No Deposit     ,Transient,0
1,26,HKG,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Direct,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,NLD,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,AUT,Online TA,No Deposit     ,Transient,0
0,26,PRT,Complementary,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,DEU,Offline TA/TO,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Corporate,No Deposit     ,Transient-Party,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
0,26,GBR,Online TA,No Deposit     ,Transient,0
0,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,KOR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,DEU,Online TA,No Deposit     ,Transient,0
1,26,ESP,Online TA,No Deposit     ,Transient,0
1,26,FRA,Online TA,No Deposit     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,TUR,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,HKG,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,GBR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,IRL,Online TA,No Deposit     ,Transient,0
1,26,ZAF,Online TA,No Deposit     ,Transient,0
1,26,FRA,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,HKG,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,ISR,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Contract,0
1,26,ZAF,Direct,No Deposit     ,Transient,0
1,26,PRT,Groups,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Groups,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Groups,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Online TA,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,26,PRT,Groups,Non Refund     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,TUR,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,GBR,Online TA,No Deposit     ,Transient,0
1,27,ISR,Online TA,No Deposit     ,Transient,0
1,27,BRA,Online TA,No Deposit     ,Transient,0
1,27,TUR,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,ISR,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,BRA,Online TA,No Deposit     ,Transient,0
1,27,TUR,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,27,BEL,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,LUX,Online TA,No Deposit     ,Transient,0
1,27,GBR,Online TA,No Deposit     ,Transient,0
1,27,AUS,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,27,RUS,Online TA,No Deposit     ,Transient,0
1,27,USA,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,SWE,Online TA,No Deposit     ,Transient,0
1,27,CHE,Online TA,No Deposit     ,Transient,0
1,27,SWE,Online TA,No Deposit     ,Transient,0
1,27,ARE,Online TA,No Deposit     ,Transient,0
1,27,CHE,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,ITA,Direct,No Deposit     ,Transient,0
1,27,ITA,Online TA,No Deposit     ,Transient,0
1,27,CHE,Direct,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,TUR,Online TA,No Deposit     ,Transient,0
1,27,RUS,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,GBR,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,27,DEU,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,CN,Direct,No Deposit     ,Transient,0
1,27,BRA,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,27,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,ISR,Online TA,No Deposit     ,Transient,0
1,27,ITA,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,CHN,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,BEL,Online TA,No Deposit     ,Transient,0
1,27,CHN,Online TA,No Deposit     ,Transient,0
1,27,USA,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,BEL,Online TA,No Deposit     ,Transient,0
1,27,BEL,Online TA,No Deposit     ,Transient,0
1,27,PRT,Online TA,No Deposit     ,Transient,0
1,27,BEL,Online TA,No Deposit     ,Transient,0
1,27,USA,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,NOR,Online TA,No Deposit     ,Transient,0
1,27,GBR,Online TA,No Deposit     ,Transient,0
1,27,BRA,Online TA,No Deposit     ,Transient,0
1,27,FRA,Online TA,No Deposit     ,Transient,0
0,27,FRA,Online TA,No Deposit     ,Transient,0
1,27,USA,Online TA,No Deposit     ,Transient,0
1,27,ITA,Online TA,No Deposit     ,Transient,0
1,27,ESP,Online TA,No Deposit     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,AGO,Online TA,No Deposit     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,USA,Online TA,No Deposit     ,Transient,0
1,27,FIN,Online TA,No Deposit     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
1,27,PRT,Groups,Non Refund     ,Transient,0
